Run ID, Fitness Function, Success, KL Weight, KL Bias, EMD Weight, EMD Bias, KS Statistic Weight, KS Statistic Bias, Mean Weight, Mean Bias, Std Weight, Std Bias, Kurtosis Weight, Kurtosis Bias
run_4,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_5,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_6,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_7,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_8,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_9,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_10,magnitude_aware_fitness_func,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_1,simple_fitness_with_bias_boost,True,inf,inf,0.9610300277975559,3.87508947077308,0.413029724175475,0.822797716391733,0.05732888327876809,-3.7515978673406574,1.3371894445867811,3.63786323214175,0.2342880373310452,-0.636586063836007
run_2,simple_fitness_with_bias_boost,True,inf,inf,0.8858195984349801,3.860300624881764,0.40450011584530177,0.8405888451263611,0.049868101982146446,-3.7880876043384855,1.247940396285316,3.6095669764830847,0.33036290316450057,-0.6057744049491793
run_3,simple_fitness_with_bias_boost,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_4,simple_fitness_with_bias_boost,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_5,simple_fitness_with_bias_boost,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_6,simple_fitness_with_bias_boost,True,inf,inf,0.896742516827964,3.9010779757708463,0.4097928681427133,0.8442159714603987,0.0570294108470648,-3.8272602100574886,1.2565990823539985,3.618491659908957,0.25005896650749415,-0.5943703879629734
run_7,simple_fitness_with_bias_boost,False,4.613559722900391,inf,0.12347112164344698,3.754831782221624,0.5004144030444668,0.9686655010767106,0.05311334446156056,-3.80351048269137,0.2409754244969757,3.3713147702722375,12.009680487428867,-0.8142802326770067
run_8,simple_fitness_with_bias_boost,True,inf,inf,0.8514133319035129,3.8730737140101343,0.3970449325622649,0.8690934554282463,0.051760207682199605,-3.8438727983332255,1.2193001821165668,3.53384827244189,0.45558410827552853,-0.6449880213585559
run_9,simple_fitness_with_bias_boost,True,inf,inf,0.8128679903535881,3.859893750761806,0.39265851686821085,0.8505354984357224,0.05562026656699781,-3.7951127927715826,1.1860685339525658,3.529696676181819,0.701136934653908,-0.7168475278320359
run_10,simple_fitness_with_bias_boost,True,inf,inf,0.8568212422560529,3.8624730860724634,0.4076186616285704,0.8529516322491738,0.05525986689351065,-3.7945552925386306,1.207345675363612,3.534029882429329,0.2829443487458865,-0.6438373437320175
